,name,title,medium,year,size,sale,sold,estimate,artist,gender,nationality,birthday,hometown
258,Camille Pissarro,"La route de Rouen, les hauteurs de l'Hautil, Pontoise",oil on canvas,1872,Height 16.6 in.; Width 21.9 in. / Height 42.2 cm.; Width 55.5 cm.,"Christie's New York: Thursday, November 11, 2021 [Lot 0009C]
The Cox Collection: The Story of Impressionism, Evening Sale","2,010,000 USD Premium","600,000 - 900,000 USD ?",camille-pissarro,male,French,1830,"Charlotte Amalie, St. Thomas, U.S. Virgin Islands"
259,Camille Pissarro,Paysanne rêveuse assise,peinture à la colle on paper squared for transfer and laid down on canvas,Circa 1892,Height 31.9 in.; Width 25.6 in. / Height 81 cm.; Width 65 cm.,"Christie's New York: Thursday, October 8, 2020 [Lot 00560]
Impressionist & Modern Art Day Sale",Bought In,"150,000 - 250,000 USD ?",camille-pissarro,male,French,1830,"Charlotte Amalie, St. Thomas, U.S. Virgin Islands"
260,Jean Metzinger,Paysage au Bas Meudon,oil on canvas,1916,Height 28.7 in.; Width 21.3 in. / Height 73 cm.; Width 54 cm.,"Christie's New York: Saturday, November 13, 2021 [Lot 00743]
Impressionist and Modern Art Day Sale","450,000 USD Premium","250,000 - 350,000 USD ?",jean-metzinger,male,French,1883,"Nantes, France"
261,Jean Metzinger,Nu couché,oil on canvas,Height 28.9 in.; Width 21.3 in. / Height 73.5 cm.; Width 54 cm.,Signed,"100,000 - 150,000 USD ?",,"100,000 USD Premium ?",jean-metzinger,male,French,1883,"Nantes, France"
262,Paul Sérusier,"Fragment décor, tê tes",oil on canvas,1922,Height 36 in.; Width 28.5 in. / Height 91.5 cm.; Width 72.4 cm.,"Christie's New York: Saturday, November 13, 2021 [Lot 00826]
Impressionist and Modern Art Day Sale",Bought In,"100,000 - 150,000 USD ?",paul-serusier,male,French,1864,"Paris, France"
263,Paul Sérusier,Les blés coupés,oil on canvas,Height 36.2 in.; Width 22.1 in. / Height 92 cm.; Width 56.2 cm.,"Signed, Stamped","80,000 - 120,000 USD ?",,"75,000 USD Premium ?",paul-serusier,male,French,1864,"Paris, France"
264,Paul Sérusier,Walkyrie au repos,oil on canvas,1906,Height 23.3 in.; Width 36.4 in. / Height 59.3 cm.; Width 92.4 cm.,"Christie's New York: Saturday, November 13, 2021 [Lot 00828]
Impressionist and Modern Art Day Sale","112,500 USD Premium","100,000 - 150,000 USD ?",paul-serusier,male,French,1864,"Paris, France"
265,Paul Sérusier,Nature morte au potiron,oil on canvas,1908,Height 23.7 in.; Width 36.2 in. / Height 60.3 cm.; Width 92 cm.,"Christie's New York: Saturday, November 13, 2021 [Lot 00723]
Impressionist and Modern Art Day Sale","87,500 USD Premium","50,000 - 70,000 USD ?",paul-serusier,male,French,1864,"Paris, France"
266,Maurice de Vlaminck,Maisons au bord de l'eau,oil on canvas,1910-1912,Height 25.3 in.; Width 19.3 in. / Height 64.3 cm.; Width 49 cm.,"Christie's New York: Saturday, November 13, 2021 [Lot 00737]
Impressionist and Modern Art Day Sale","500,000 USD Premium","400,000 - 600,000 USD ?",maurice-de-vlaminck,male,French,1876,"Paris, France"
267,Maurice de Vlaminck,Voiliers à Chatou,oil on canvas,1906,Height 18.3 in.; Width 21.8 in. / Height 46.4 cm.; Width 55.3 cm.,"3,000,000 - 4,000,000 USD ?",,Bought In,maurice-de-vlaminck,male,French,1876,"Paris, France"
268,Maurice de Vlaminck,La maison rouge,"gouache, watercolor, inkwash and brush and India ink on paper laid down on board",Height 18.9 in.; Width 24 in. / Height 48 cm.; Width 61 cm.,Signed,"40,000 - 60,000 USD ?",,Bought In,maurice-de-vlaminck,male,French,1876,"Paris, France"
269,Maurice de Vlaminck,Rue de village enneigée,oil on canvas,Circa 1933-1935,Height 19.8 in.; Width 24.2 in. / Height 50.2 cm.; Width 61.5 cm.,"Christie's New York: Friday, May 14, 2021 [Lot 00550]
Impressionist & Modern Art Day Sale","43,750 USD Premium","40,000 - 60,000 USD ?",maurice-de-vlaminck,male,French,1876,"Paris, France"
270,Maurice de Vlaminck,Sentier au bord d'une rivière,oil on canvas,Circa 1914,Height 25.3 in.; Width 31.6 in. / Height 64.2 cm.; Width 80.2 cm.,"Christie's New York: Friday, May 14, 2021 [Lot 00545]
Impressionist & Modern Art Day Sale","60,000 USD Premium","60,000 - 80,000 USD ?",maurice-de-vlaminck,male,French,1876,"Paris, France"
271,Maurice de Vlaminck,Nature morte au compotier,oil on canvas,Height 21.6 in.; Width 26 in. / Height 54.9 cm.; Width 66 cm.,Signed,"700,000 - 1,000,000 USD ?",,"687,500 USD Premium ?",maurice-de-vlaminck,male,French,1876,"Paris, France"
272,Maurice de Vlaminck,Scène de rue enneigée,oil on canvas,Circa 1925-1926,Height 20.5 in.; Width 24 in. / Height 52.1 cm.; Width 61 cm.,"Christie's New York: Thursday, October 8, 2020 [Lot 00596]
Impressionist & Modern Art Day Sale","40,000 USD Premium","40,000 - 60,000 USD ?",maurice-de-vlaminck,male,French,1876,"Paris, France"
273,Maurice de Vlaminck,Pont de Nogent,oil on canvas,1911,Height 18.2 in.; Width 21.7 in. / Height 46.3 cm.; Width 55.2 cm.,"Christie's New York: Thursday, October 8, 2020 [Lot 00529]
Impressionist & Modern Art Day Sale","250,000 USD Premium","100,000 - 150,000 USD ?",maurice-de-vlaminck,male,French,1876,"Paris, France"
274,Maurice de Vlaminck,Scène de village,oil on canvas,Circa 1928-1930,Height 21.3 in.; Width 25.7 in. / Height 54 cm.; Width 65.4 cm.,"Christie's New York: Thursday, October 8, 2020 [Lot 00595]
Impressionist & Modern Art Day Sale","37,500 USD Premium","30,000 - 50,000 USD ?",maurice-de-vlaminck,male,French,1876,"Paris, France"
275,Maurice de Vlaminck,Paysage de Bougival,oil on canvas,1911,Height 28.7 in.; Width 36.6 in. / Height 73 cm.; Width 93 cm.,"Christie's New York: Thursday, October 8, 2020 [Lot 00601]
Impressionist & Modern Art Day Sale","250,000 USD Premium","120,000 - 180,000 USD ?",maurice-de-vlaminck,male,French,1876,"Paris, France"
276,Maurice de Vlaminck,Cour de ferme,oil on canvas,Circa 1926,Height 31.9 in.; Width 39.4 in. / Height 81 cm.; Width 100 cm.,"Christie's New York: Thursday, October 8, 2020 [Lot 00604]
Impressionist & Modern Art Day Sale","60,000 USD Premium","60,000 - 80,000 USD ?",maurice-de-vlaminck,male,French,1876,"Paris, France"
277,Maurice Denis,Montefalco,oil on board,1934,Height 13.7 in.; Width 20 in. / Height 34.9 cm.; Width 50.7 cm.,"Christie's New York: Saturday, November 13, 2021 [Lot 00827]
Impressionist and Modern Art Day Sale","32,500 USD Premium","15,000 - 20,000 USD ?",maurice-denis,male,French,1870,"Granville, France"
278,Alexej von Jawlensky,Abstrakter Kopf,oil on board,1927,Height 14.2 in.; Width 10.2 in. / Height 36.1 cm.; Width 26 cm.,"Christie's New York: Saturday, November 13, 2021 [Lot 00819]
Impressionist and Modern Art Day Sale","300,000 USD Premium","200,000 - 300,000 USD ?",alexej-von-jawlensky,male,Russian,1864,"Torschok, Russia"
279,Alexej von Jawlensky,Renaissancekopf,oil on board,1913,Height 20.9 in.; Width 19.4 in. / Height 53.2 cm.; Width 49.4 cm.,"Christie's New York: Thursday, November 11, 2021 [Lot 0074C]
20th Century Evening Sale","2,190,000 USD Premium","2,000,000 - 3,000,000 USD ?",alexej-von-jawlensky,male,Russian,1864,"Torschok, Russia"
280,Pierre Eugène Montézin,Paysage,oil on canvas,Height 23.7 in.; Width 28.9 in. / Height 60.3 cm.; Width 73.4 cm.,Signed,"10,000 - 15,000 USD ?",,"8,750 USD Premium ?",pierre-eugene-montezin,male,French,1874,"Paris, France"
281,Pierre Eugène Montézin,Verger en fleurs,oil on board,Height 23.3 in.; Width 28.5 in. / Height 59.3 cm.; Width 72.4 cm.,Signed,"4,000 - 6,000 USD ?",,"6,000 USD Premium ?",pierre-eugene-montezin,male,French,1874,"Paris, France"
282,Pierre Eugène Montézin,Verger en fleurs,oil on board,Height 23.3 in.; Width 28.5 in. / Height 59.3 cm.; Width 72.4 cm.,Signed,"6,000 - 8,000 USD ?",,"8,750 USD Premium ?",pierre-eugene-montezin,male,French,1874,"Paris, France"
283,Henri Lebasque,La lecture au jardin,oil on canvas,Height 18.1 in.; Width 15 in. / Height 46 cm.; Width 38.1 cm.,Signed,"20,000 - 30,000 USD ?",,"43,750 USD Premium ?",henri-lebasque,male,French,1865,"Champigné, France"
284,Henri Lebasque,Vendanges dans la vallée du Faron,oil on canvas,1923,Height 23.6 in.; Width 28.7 in. / Height 60 cm.; Width 73 cm.,"Christie's New York: Saturday, November 13, 2021 [Lot 00730]
Impressionist and Modern Art Day Sale","237,500 USD Premium","50,000 - 70,000 USD ?",henri-lebasque,male,French,1865,"Champigné, France"
285,Henri Lebasque,Le Village,oil on card laid down on canvas,Height 9.5 in.; Width 13.7 in. / Height 24.1 cm.; Width 34.9 cm.,Signed,"8,000 - 12,000 USD ?",,"17,500 USD Premium ?",henri-lebasque,male,French,1865,"Champigné, France"
286,Henri Lebasque,Femmes et enfants dans un jardin en été,oil on canvas,1912,Height 38 in.; Width 30 in. / Height 96.5 cm.; Width 76.1 cm.,"Christie's New York: Friday, December 4, 2020 [Lot 00798]
Impressionist & Modern Art Day Sale",Bought In,"100,000 - 150,000 USD ?",henri-lebasque,male,French,1865,"Champigné, France"
287,Henri Lebasque,"Sanary, vue sur le Cap Sicié",oil on canvas,Circa 1911,Height 36.2 in.; Width 28.9 in. / Height 92 cm.; Width 73.4 cm.,"Christie's New York: Friday, December 4, 2020 [Lot 00801]
Impressionist & Modern Art Day Sale",Bought In,"80,000 - 120,000 USD ?",henri-lebasque,male,French,1865,"Champigné, France"
288,Henri Lebasque,Nu allongé,oil on canvas,Height 18.1 in.; Width 25.7 in. / Height 46.1 cm.; Width 65.2 cm.,Signed,"40,000 - 60,000 USD ?",,"62,500 USD Premium ?",henri-lebasque,male,French,1865,"Champigné, France"
289,Henri Lebasque,Vendanges dans la vallée du Faron,oil on canvas,1923,Height 23.6 in.; Width 28.7 in. / Height 60 cm.; Width 73 cm.,"Christie's New York: Thursday, October 8, 2020 [Lot 00563]
Impressionist & Modern Art Day Sale",Bought In,"60,000 - 80,000 USD ?",henri-lebasque,male,French,1865,"Champigné, France"
290,Henri Charles Manguin,Le Raincy,oil on canvas,Circa 1899-1900,Height 15.9 in.; Width 13 in. / Height 40.5 cm.; Width 33 cm.,"Christie's New York: Saturday, November 13, 2021 [Lot 00729]
Impressionist and Modern Art Day Sale","27,500 USD Premium","15,000 - 20,000 USD ?",henri-charles-manguin,,,,
291,Henri Charles Manguin,Voiliers à marée basse,oil on canvas,1931,Height 13.1 in.; Width 16.1 in. / Height 33.3 cm.; Width 41 cm.,"Christie's New York: Saturday, November 13, 2021 [Lot 00853]
Impressionist and Modern Art Day Sale","20,000 USD Premium","20,000 - 30,000 USD ?",henri-charles-manguin,,,,
292,Henri Charles Manguin,"Paysage aux baigneuses, Colombier",oil on canvas,1917,Height 32 in.; Width 39.6 in. / Height 81.2 cm.; Width 100.5 cm.,"Christie's New York: Saturday, November 13, 2021 [Lot 00732]
Impressionist and Modern Art Day Sale","312,500 USD Premium","150,000 - 200,000 USD ?",henri-charles-manguin,,,,
293,Kurt Schwitters,Ohne Titel (Merzbild mit Holzspänen),"gouache, pencil, wood shavings, paper and nails assemblage on panel laid down on panel",1937-1938,Height 8.7 in.; Width 6.8 in. / Height 22.2 cm.; Width 17.2 cm.,"Christie's New York: Saturday, November 13, 2021 [Lot 00574]
Impressionist and Modern Art Works on Paper Sale",Bought In,"70,000 - 90,000 USD ?",kurt-schwitters,male,German,1887,"Hannover, Germany"
294,Kurt Schwitters,Ohne Titel (Mit Schlitz),oil over pencil on metal,1942-1945,Height 9.2 in.; Width 6.1 in. / Height 23.3 cm.; Width 15.5 cm.,"100,000 - 150,000 USD ?",,"100,000 USD Premium ?",kurt-schwitters,male,German,1887,"Hannover, Germany"
295,Henry Moret,Pêcheurs au large,oil on canvas,1902,Height 17.7 in.; Width 32 in. / Height 45 cm.; Width 81.3 cm.,"Christie's New York: Saturday, November 13, 2021 [Lot 00703]
Impressionist and Modern Art Day Sale","68,750 USD Premium","70,000 - 100,000 USD ?",henry-moret,male,French,1856,"Cherbourg, France"
296,Henry Moret,Bateaux dans la rade,oil on canvas,Height 7.9 in.; Width 10.4 in. / Height 20.1 cm.; Width 26.5 cm.,Signed,"20,000 - 30,000 USD ?",,"75,000 USD Premium ?",henry-moret,male,French,1856,"Cherbourg, France"
297,André Lhote,Nu lisant,oil on canvas,Circa 1930,Height 16.1 in.; Width 13 in. / Height 41 cm.; Width 33 cm.,"Christie's New York: Saturday, November 13, 2021 [Lot 00864]
Impressionist and Modern Art Day Sale","20,000 USD Premium","15,000 - 20,000 USD ?",andre-lhote,male,French,1885,"Bordeaux, France"
298,André Lhote,Paysage,oil on canvas,Circa 1937,Height 10.7 in.; Width 18.1 in. / Height 27.3 cm.; Width 46 cm.,"Christie's New York: Saturday, November 13, 2021 [Lot 00862]
Impressionist and Modern Art Day Sale","21,250 USD Premium","8,000 - 12,000 USD ?",andre-lhote,male,French,1885,"Bordeaux, France"
299,André Lhote,Arbres à la Cadière,oil on paper laid down on canvas,1957,Height 23 in.; Width 31 in. / Height 58.4 cm.; Width 78.7 cm.,"Christie's New York: Thursday, October 8, 2020 [Lot 00585]
Impressionist & Modern Art Day Sale","32,500 USD Premium","30,000 - 50,000 USD ?",andre-lhote,male,French,1885,"Bordeaux, France"
300,Marino Marini,Il Giocoliere,oil on canvas,1960,Height 58.8 in.; Width 47.2 in. / Height 149.3 cm.; Width 120 cm.,"Christie's New York: Saturday, November 13, 2021 [Lot 00811]
Impressionist and Modern Art Day Sale",Bought In,"500,000 - 700,000 USD ?",marino-marini,male,Italian,1901,"Pistoia, Italy"
301,Bernard Buffet,Fleurs dans une lampe à pétrole,oil on canvas,1952,Height 19.8 in.; Width 23.9 in. / Height 50.2 cm.; Width 60.7 cm.,"Christie's New York: Saturday, November 13, 2021 [Lot 00785]
Impressionist and Modern Art Day Sale","75,000 USD Premium","40,000 - 60,000 USD ?",bernard-buffet,male,French,1928,"Paris, France"
302,Bernard Buffet,Pont sur la rivière,oil on canvas,1990,Height 35 in.; Width 51.2 in. / Height 89 cm.; Width 130 cm.,"Christie's New York: Friday, December 4, 2020 [Lot 00757]
Impressionist & Modern Art Day Sale","100,000 USD Premium","80,000 - 120,000 USD ?",bernard-buffet,male,French,1928,"Paris, France"
303,Bernard Buffet,Nature morte à la bouteille et aux fruits,oil and pencil on canvas,1949,Height 19.7 in.; Width 28.7 in. / Height 50 cm.; Width 73 cm.,"Christie's New York: Thursday, October 8, 2020 [Lot 00593]
Impressionist & Modern Art Day Sale","52,500 USD Premium","30,000 - 50,000 USD ?",bernard-buffet,male,French,1928,"Paris, France"
304,Bernard Buffet,Fleurs bleues et jaunes dans un pichet,oil on canvas,1964,Height 39.7 in.; Width 28.9 in. / Height 100.9 cm.; Width 73.4 cm.,"Christie's New York: Thursday, October 8, 2020 [Lot 00537]
Impressionist & Modern Art Day Sale","112,500 USD Premium","50,000 - 70,000 USD ?",bernard-buffet,male,French,1928,"Paris, France"
305,Henri Le Sidaner,"La table, harmonie grise",oil on canvas,1927,Height 36.2 in.; Width 28.9 in. / Height 92 cm.; Width 73.5 cm.,"Christie's New York: Saturday, November 13, 2021 [Lot 00718]
Impressionist and Modern Art Day Sale","237,500 USD Premium","250,000 - 350,000 USD ?",henri-le-sidaner,male,French,1862,"Port Louis, Mauritius"
306,Henri Le Sidaner,Roses,oil on board,Circa 1930,Height 18.1 in.; Width 15.1 in. / Height 46.1 cm.; Width 38.4 cm.,"Christie's New York: Thursday, October 8, 2020 [Lot 00572]
Impressionist & Modern Art Day Sale","23,750 USD Premium","20,000 - 30,000 USD ?",henri-le-sidaner,male,French,1862,"Port Louis, Mauritius"
307,Odilon Redon,Bouquet de fleurs dans un vase,oil on canvas,Height 11 in.; Width 8.9 in. / Height 28 cm.; Width 22.5 cm.,Signed,"150,000 - 200,000 USD ?",,"187,500 USD Premium ?",odilon-redon,male,French,1840,"Bordeaux, France"
308,Odilon Redon,Grand bouquet de fleurs des champs,oil on board,Circa 1900-1905,Height 26.5 in.; Width 20.5 in. / Height 67.4 cm.; Width 52.1 cm.,"1,200,000 - 1,800,000 USD ?",,"2,790,000 USD Premium ?",odilon-redon,male,French,1840,"Bordeaux, France"
309,Henri Matisse,Paysage du Midi,oil on canvas,1923,Height 15.3 in.; Width 18.3 in. / Height 38.9 cm.; Width 46.4 cm.,"Christie's New York: Saturday, November 13, 2021 [Lot 00728]
Impressionist and Modern Art Day Sale","562,500 USD Premium","400,000 - 600,000 USD ?",henri-matisse,male,French,1869,"Le Cateau-Cambrésis, France"
310,Henri Matisse,Jeune femme au canapé,oil on canvas,1944,Height 18.1 in.; Width 10.6 in. / Height 46 cm.; Width 27 cm.,"Christie's New York: Thursday, November 11, 2021 [Lot 0061C]
20th Century Evening Sale",Bought In,"3,000,000 - 5,000,000 USD ?",henri-matisse,male,French,1869,"Le Cateau-Cambrésis, France"
311,Henri Matisse,"Jeune fille assise, robe jaune",oil on canvas,Height 21.8 in.; Width 18.6 in. / Height 55.4 cm.; Width 47.2 cm.,Signed,"700,000 - 1,000,000 USD ?",,"1,086,000 USD Premium ?",henri-matisse,male,French,1869,"Le Cateau-Cambrésis, France"
312,Henri Matisse,Coucher de soleil en Corse,oil on canvas,1898,Height 12.9 in.; Width 16 in. / Height 32.7 cm.; Width 40.7 cm.,"Christie's New York: Thursday, October 8, 2020 [Lot 00526]
Impressionist & Modern Art Day Sale",Bought In,"300,000 - 400,000 USD ?",henri-matisse,male,French,1869,"Le Cateau-Cambrésis, France"
